,Unnamed: 0,chunk_id,User Story,Chunk Text,Unnamed: 4,Score
3833,3184,86,"As the IFA, I want the system to be reliable while being used by at least 50.000 people at the same time, so that the user experience will be satisfactory.","Spk 2: Okay. Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?
Spk 1: So basically the IFA is not a software company. We were moving like uh to a uh to develop a maintenance system. So what we are looking for is a kind of outsourcing the entire development and maintenance. The communication between the software development and the IFA will be tasked through the information there IT Department. But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.
Spk 2: Okay. And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the uh Okay. Uh I I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store uh off sites or anything like this?",,0
3960,1096,29,"As the IFA, I want the teams to input every transaction they make into the system so that I can make sure the team is following their league’s rules.","Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data
Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?
Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.",,1
3961,356,9,"As the IFA, I want the teams to input every transaction they make into the system so that I can make sure the team is following their league’s rules.","Spk 1: Manually and given once a year. So since they are given once a year, they kind of aggregated and there's no real auditing of the real transactions.
Spk 0: Okay. Okay. Um Once again if we understand correctly the IFA does not have a central pool of money, each team has their own money and you just regulate and control everything.
Spk 1: Indeed.",,1
3963,208,5,"As the IFA, I want the teams to input every transaction they make into the system so that I can make sure the team is following their league’s rules.","Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.
Spk 2: Okay. And your financial team can access financial data in the in the teams in themselves or in the clubs.
Spk 1: Right. The favorite administrative can see the uh diverse transactions.",,1
3964,4463,120,"As the IFA, I want the teams to input every transaction they make into the system so that I can make sure the team is following their league’s rules.","Spk 1: Yeah. All past archives should be kept. The reason that it should be kept. It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay. Last event. So. Okay. Uh So we need to keep the data. Um Yeah what else. Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling. And then of course activate. Is uh policy uncertain uh leagues. Um Same, that's about it.
Spk 2: Okay. Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA. I mean if appear
Spk 1: so, referees are appointed by the IFA. Representative insert invites the referee to being part of the system for the players. The team entered the details into the system.",,0
3969,3797,102,"As the IFA, I want the teams to input every transaction they make into the system so that I can make sure the team is following their league’s rules.","Spk 1: Maybe the priorities of the uh Okay. I would say that the basic of the system, meaning the teams setting the league, setting the season, uh register of the referees and the fans are the basic of the systems. So this should be at the first phase. Okay. The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can uh update the the game information in real time. So this is the stages I'm expecting.
Spk 0: Okay, so first, very first the urgent one is the scheduling and then the budgeting and then uh okay. Um there was another line in documentation which said that officials of the IFA should be involved in the system? I have, the officials will have a role to play. Oh,
Spk 2: I don't think uh maybe it's paraphrasing a little. Let's let me find the exact line.",,0
4092,1239,33,"As the IFA, I want to automatically apply league rules like not allowing the same match officials to officiate the same team multiple times, so that I can avoid claims about match officials causing an unfair advantage.","Spk 1: Okay. So in my view, the currently this is done also manually. The administer calls the referee. Can you uh can you participate in that game? And that's how the scheduling is happening and the enforcement of this policy, again, it's done manually. So for uh for the referee as well, the system should be uh should have some kind of uh guidance of how to allocate referees to games. For example, we wouldn't like the same refereee to participate in the game and two games of the same teams. Okay. Okay. Uh this yeah, for another example is that we would like to all referees to participate in the same number of games.
Spk 2: Okay,
Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.",,1
4094,1313,35,"As the IFA, I want to automatically apply league rules like not allowing the same match officials to officiate the same team multiple times, so that I can avoid claims about match officials causing an unfair advantage.","Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.
Spk 2: Okay. And of course now, because it's done manually, we cannot accommodate such requests.
Spk 1: Indeed.",,0
4095,1165,31,"As the IFA, I want to automatically apply league rules like not allowing the same match officials to officiate the same team multiple times, so that I can avoid claims about match officials causing an unfair advantage.","Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.
Spk 2: Okay. Okay. And uh and how how would the referees take in this scheduling now? How how does it work now? I mean which referee is is assigned to which game?
Spk 1: Okay. So in my view, the currently this is done also manually. The administer calls the referee. Can you uh can you participate in that game? And that's how the scheduling is happening and the enforcement of this policy, again, it's done manually. So for uh for the referee as well, the system should be uh should have some kind of uh guidance of how to allocate referees to games. For example, we wouldn't like the same refereee to participate in the game and two games of the same teams. Okay. Okay. Uh this yeah, for another example is that we would like to all referees to participate in the same number of games.",,1
4096,4458,120,"As the IFA, I want to automatically apply league rules like not allowing the same match officials to officiate the same team multiple times, so that I can avoid claims about match officials causing an unfair advantage.","Spk 1: Yeah. All past archives should be kept. The reason that it should be kept. It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay. Last event. So. Okay. Uh So we need to keep the data. Um Yeah what else. Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling. And then of course activate. Is uh policy uncertain uh leagues. Um Same, that's about it.
Spk 2: Okay. Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA. I mean if appear
Spk 1: so, referees are appointed by the IFA. Representative insert invites the referee to being part of the system for the players. The team entered the details into the system.",,1
4099,1091,29,"As the IFA, I want to automatically apply league rules like not allowing the same match officials to officiate the same team multiple times, so that I can avoid claims about match officials causing an unfair advantage.","Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data
Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?
Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.",,0
4224,1607,43,"As the IFA, I want to avoid bias like giving teams a lighter schedule, so that I can avoid any claims of unfair advantages.","Spk 1: Another case that could be, it might be that the yeah. When the system offers scheduling for the games throughout the year, the administration review it and see that there are problems. So we might override the results yet you need to explicate. You need to explain the rationale for the change. Again, you to transparency and bias issues you have to explicate. And then another IFA representative should confirm that change.
Spk 2: All right, okay.
Spk 0: Yeah. So uh if I understand this correctly in the scheduling system or software that we will build um there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in in case of weather changes that he he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that. Why do they want to change the existing scheduling?",,1
4225,1126,30,"As the IFA, I want to avoid bias like giving teams a lighter schedule, so that I can avoid any claims of unfair advantages.","Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?
Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.
Spk 2: Okay. Okay. And uh and how how would the referees take in this scheduling now? How how does it work now? I mean which referee is is assigned to which game?",,1
4226,1903,51,"As the IFA, I want to avoid bias like giving teams a lighter schedule, so that I can avoid any claims of unfair advantages.","Spk 1: That will be part of the policy of the scheduling.
Spk 0: Yeah. Okay. So you mentioned this in your own uh in the software like this is how you should schedule.
Spk 1: uh policy you have at least uh you have the number of teams multiplied by two days where the next match",,0
4231,1052,28,"As the IFA, I want to avoid bias like giving teams a lighter schedule, so that I can avoid any claims of unfair advantages.","Spk 2: Okay.
Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data
Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?",,0
4232,1348,36,"As the IFA, I want to avoid bias like giving teams a lighter schedule, so that I can avoid any claims of unfair advantages.","Spk 2: Okay. And of course now, because it's done manually, we cannot accommodate such requests.
Spk 1: Indeed.
Spk 2: Okay. And for the teams, currently do they have any input on the schedule, like they prefer some teams prefer to play in the weekends or specific days or anything.",,0
4356,1166,31,"As the IFA, I want to avoid conflicts between the game schedules and the match officials’ personal schedules, so that I will not have to reschedule games as a result of this.","Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.
Spk 2: Okay. Okay. And uh and how how would the referees take in this scheduling now? How how does it work now? I mean which referee is is assigned to which game?
Spk 1: Okay. So in my view, the currently this is done also manually. The administer calls the referee. Can you uh can you participate in that game? And that's how the scheduling is happening and the enforcement of this policy, again, it's done manually. So for uh for the referee as well, the system should be uh should have some kind of uh guidance of how to allocate referees to games. For example, we wouldn't like the same refereee to participate in the game and two games of the same teams. Okay. Okay. Uh this yeah, for another example is that we would like to all referees to participate in the same number of games.",,1
4358,1277,34,"As the IFA, I want to avoid conflicts between the game schedules and the match officials’ personal schedules, so that I will not have to reschedule games as a result of this.","Spk 2: Okay,
Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.
Spk 2: Okay. And of course now, because it's done manually, we cannot accommodate such requests.",,1
4360,1610,43,"As the IFA, I want to avoid conflicts between the game schedules and the match officials’ personal schedules, so that I will not have to reschedule games as a result of this.","Spk 1: Another case that could be, it might be that the yeah. When the system offers scheduling for the games throughout the year, the administration review it and see that there are problems. So we might override the results yet you need to explicate. You need to explain the rationale for the change. Again, you to transparency and bias issues you have to explicate. And then another IFA representative should confirm that change.
Spk 2: All right, okay.
Spk 0: Yeah. So uh if I understand this correctly in the scheduling system or software that we will build um there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in in case of weather changes that he he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that. Why do they want to change the existing scheduling?",,0
4361,648,17,"As the IFA, I want to avoid conflicts between the game schedules and the match officials’ personal schedules, so that I will not have to reschedule games as a result of this.","Spk 1: Okay. So what are currently what is being done in the er in the end the games that the referee probably is writing some kind of report and then you set it over to the IFA. The system, in the system to be Uh I would like them to referee to insert the events that occurred during the game. Real time. So I would expect him to use his mobile phone to record the event in real time. It can be the main referee or the side referee or they can insert and only then can insert event of the of the game. Since we would like to have the other information as reliable as possible. So only the referee can update the event that the country during the game. This can be for example scoring a goal and offside uh red card uh player replacement and things like that. So each event will have its timestamp the event itself and maybe additional information that is required for the specific event.
Spk 2: Okay I'm currently do you have, sorry
Spk 1: Go ahead.",,0
4365,1869,50,"As the IFA, I want to avoid conflicts between the game schedules and the match officials’ personal schedules, so that I will not have to reschedule games as a result of this.","Spk 0: Just I have one more question. Sorry. About the scheduling. Uh Is that a number of days gap for example I am team A and he's team B. And uh suppose we played a match together. Now we have a minimum we should have two days of gap before playing the next game or one day of gap before playing the next game.
Spk 1: That will be part of the policy of the scheduling.
Spk 0: Yeah. Okay. So you mentioned this in your own uh in the software like this is how you should schedule.",,0
4488,1046,28,"As the IFA, I want to be able to input different rulesets for different competitions, so that no mistakes will be made in updating leaderboards, scheduling matches or auditing budgets.","Spk 2: Okay.
Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data
Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?",,0
4490,1120,30,"As the IFA, I want to be able to input different rulesets for different competitions, so that no mistakes will be made in updating leaderboards, scheduling matches or auditing budgets.","Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?
Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.
Spk 2: Okay. Okay. And uh and how how would the referees take in this scheduling now? How how does it work now? I mean which referee is is assigned to which game?",,0
4491,3784,102,"As the IFA, I want to be able to input different rulesets for different competitions, so that no mistakes will be made in updating leaderboards, scheduling matches or auditing budgets.","Spk 1: Maybe the priorities of the uh Okay. I would say that the basic of the system, meaning the teams setting the league, setting the season, uh register of the referees and the fans are the basic of the systems. So this should be at the first phase. Okay. The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can uh update the the game information in real time. So this is the stages I'm expecting.
Spk 0: Okay, so first, very first the urgent one is the scheduling and then the budgeting and then uh okay. Um there was another line in documentation which said that officials of the IFA should be involved in the system? I have, the officials will have a role to play. Oh,
Spk 2: I don't think uh maybe it's paraphrasing a little. Let's let me find the exact line.",,0
4493,1231,33,"As the IFA, I want to be able to input different rulesets for different competitions, so that no mistakes will be made in updating leaderboards, scheduling matches or auditing budgets.","Spk 1: Okay. So in my view, the currently this is done also manually. The administer calls the referee. Can you uh can you participate in that game? And that's how the scheduling is happening and the enforcement of this policy, again, it's done manually. So for uh for the referee as well, the system should be uh should have some kind of uh guidance of how to allocate referees to games. For example, we wouldn't like the same refereee to participate in the game and two games of the same teams. Okay. Okay. Uh this yeah, for another example is that we would like to all referees to participate in the same number of games.
Spk 2: Okay,
Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.",,0
4494,1712,46,"As the IFA, I want to be able to input different rulesets for different competitions, so that no mistakes will be made in updating leaderboards, scheduling matches or auditing budgets.","Spk 1: No there is only one level. The automatic scheduling and override by the IFA representative. Okay. Okay. Okay. Yeah just one level.
Spk 2: Okay. And and this level of the IFA Scheduler is uh you need approval from two of them. A second reviewer. In case of change.
Spk 1: The same role, they are colleagues, but different people. Okay. They play the same role but in the specific case they uh played the role of initiator and an approver.",,0
4620,0,0,"As the IFA, I want to bring different existing systems together, so that I can avoid having to save redundant data.","Spk 0: we're doing I'm *** and this is **** we are colleagues and uh we are here for the IFA system and all the requirements that we'll now be discussing with you so that we can deliver a good system to you. Yeah. Um Uh just just can you give us 10 seconds? We just need to start recording because. Okay. Okay. So yes. Now the video and our conversation is getting recorded. All right. So we understand that IFA's new system wants to have some key features. For example, you need a proper budget, budgetting portal, reporting portal, scheduling portal and a fan portal for your consumers, fans, users. So we'll go one by one, uh and we'll ask you some questions regarding each of these key categories and then um maybe you can add whatever we have missed and we'll just round it up nicely. So uh regarding the budget, uh We want to know the basics first. So uh how is the IFA Financed and what are your main expense categories? You would say
Spk 1: Expense category. So the budget consists of income and expenses, of course. Uh And this can be our first kind, it can be an income from uh ticket selling for a specific game. It can be income income due to uh uh selling of a certain player. It can be an income to you to a sale of specific property. So it's such as a small stadium that the team may have. And things like this is the income outcome could be uh for example, salaries for players for the various stakeholders, various players, various roles within the team itself. A b um uh maintenance expenses for the study and things like that. Did that answers your question?
Spk 2: Okay, so the IFA is like an association of different teams and then the budget is consolidated uh through the IFA and then it's distributed to the teams? They're just trying to understand how.",,0
4621,3145,85,"As the IFA, I want to bring different existing systems together, so that I can avoid having to save redundant data.","Spk 1: Yeah that's a good idea. Uh We didn't talk about it but it might be some feature maybe in a future version. Yeah.
Spk 2: Okay. Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?
Spk 1: So basically the IFA is not a software company. We were moving like uh to a uh to develop a maintenance system. So what we are looking for is a kind of outsourcing the entire development and maintenance. The communication between the software development and the IFA will be tasked through the information there IT Department. But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.",,0
4623,2442,66,"As the IFA, I want to bring different existing systems together, so that I can avoid having to save redundant data.","Spk 1: No. No. I'll prefer that everything would be in the application of the website. I assume that the teams, for example, and uh on the IFA administrative would work with computers in kind of a web based application. The referee and the fans will probably have the app uh mobile applications so they can work with more easily.
Spk 0: Okay, so there will be like two separate systems. One is the very official one for the budgeting and reporting purposes, and the other one will be a fan, fan, fan with the fun things. I would say
Spk 1: I would I want to say the same system, but it may have different interfaces. Okay. Certainly the upper layer of the presentation, there will be different uh of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.",,1
4624,3589,97,"As the IFA, I want to bring different existing systems together, so that I can avoid having to save redundant data.","Spk 0: so uh so so this is the uh this I'm sorry I just got flustered. Uh This is the fun side of the players. But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something? No. No. Right.
Spk 1: No. This is the responsibility of the team, administration. The manager. The owner.
Spk 2: Yeah. Okay. I know we don't have details were in the preliminary phase but any any ideas about the timeline of the implementation, how things will move from the existing system to the new system. From my perspective, I mean as an IT Professional, what am I expecting in the next period if I work for IFA",,0
4627,111,3,"As the IFA, I want to bring different existing systems together, so that I can avoid having to save redundant data.","Spk 1: No no no no no no. Okay. So the idea is that each team manage its own budget. The IFA only controls the ballance and monitor it to see that everything is managed properly. The responsibility for managing the budget is on the team, not only IFA.
Spk 0: Sorry, sorry to interrupt.
Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.",,0
4752,1082,29,"As the IFA, I want to manage leagues within the system, so that I have one place to access all necessary data.","Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data
Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?
Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.",,1
4753,4449,120,"As the IFA, I want to manage leagues within the system, so that I have one place to access all necessary data.","Spk 1: Yeah. All past archives should be kept. The reason that it should be kept. It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay. Last event. So. Okay. Uh So we need to keep the data. Um Yeah what else. Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling. And then of course activate. Is uh policy uncertain uh leagues. Um Same, that's about it.
Spk 2: Okay. Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA. I mean if appear
Spk 1: so, referees are appointed by the IFA. Representative insert invites the referee to being part of the system for the players. The team entered the details into the system.",,1
4754,4375,118,"As the IFA, I want to manage leagues within the system, so that I have one place to access all necessary data.","Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.
Spk 0: Yeah. This is the body of another the base, I mean. Also, do you need scheduling archives like past season scheduling archives?
Spk 1: Yeah. All past archives should be kept. The reason that it should be kept. It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay. Last event. So. Okay. Uh So we need to keep the data. Um Yeah what else. Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling. And then of course activate. Is uh policy uncertain uh leagues. Um Same, that's about it.",,1
4756,4338,117,"As the IFA, I want to manage leagues within the system, so that I have one place to access all necessary data.","Spk 0: Yeah, user profile for everyone. username. Okay. Mhm.
Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.
Spk 0: Yeah. This is the body of another the base, I mean. Also, do you need scheduling archives like past season scheduling archives?",,0
4758,1008,27,"As the IFA, I want to manage leagues within the system, so that I have one place to access all necessary data.","Spk 1: Just the team. Each team separately.
Spk 2: Okay.
Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data",,0
